rank,ticker,name,sector,industry,category,mcap_B,current_price,entry_level,fundamental,technical,visibility,corr_penalty,corr_status,leverage_penalty,lev_status,nd_ebitda,dte_pct,broken_base,composite,fwd_pe,fcf_yield_pct,rev_growth_pct,gross_margin_pct,roe_pct,rsi,ma200_dist_pct,rel_str_6m_pct,portfolio_corr,max_corr,max_corr_with,corr_null_reason,n_corr_obs,technical_precap,visibility_legacy,data_flags,in_portfolio
1,AVGO,Broadcom Inc.,Technology,Semiconductors,Growth,1706.8,358.76,387.97,20.0,19.2,22.0,0.0,ok,-0.5,ok,1.08,,False,60.7,18.4,1.6,47.9,76.3,37.3,18.4,-2.7,-0.6,0.4,0.488,NVDA,,126,19.2,22.0,,True
2,GEV,GE Vernova Inc.,Industrials,Specialty Industrial Machinery,Compounder,250.9,942.1,1035.76,20.0,16.3,23.0,0.0,ok,0.0,ok,-2.29,,False,59.3,37.5,6.3,21.9,20.6,82.6,34.9,8.3,-3.9,0.391,0.452,AVGO,,126,16.3,23.0,,False
3,TSM,Taiwan Semiconductor Manufactu,Technology,Semiconductors,Growth,2127.1,410.12,424.3,24.0,15.7,21.0,-2.0,ok,0.0,ok,-0.77,,False,58.7,18.8,,36.0,64.2,40.0,44.7,12.1,-4.2,0.595,0.662,NVDA,,126,15.7,21.0,fcf_yield_out_of_range(34.4),False
4,VRT,"Vertiv Holdings, LLC",Industrials,Electrical Equipment & Parts,Core,98.2,254.97,293.03,20.5,17.3,18.7,0.0,ok,0.0,ok,0.08,,False,56.5,28.0,2.7,24.1,38.0,43.9,41.5,0.6,-10.3,0.369,0.498,NVDA,,126,17.3,20.0,,False
5,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,Compounder,4214.3,344.59,349.92,19.0,17.4,20.0,0.0,ok,0.0,ok,-0.7,,False,56.4,23.3,0.5,24.2,60.9,48.7,20.6,3.7,-0.2,0.34,0.303,BMNR,,126,17.4,20.0,,True
6,LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,Compounder,130.2,564.14,548.86,18.0,16.3,22.0,0.0,ok,-0.5,ok,1.73,,False,55.8,17.2,4.3,10.5,11.8,89.2,41.2,2.3,-25.7,-0.11,0.169,AVGO,,126,16.3,22.0,,False
7,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,Growth,237.3,188.15,178.74,19.0,16.7,19.3,0.0,ok,0.0,ok,-2.88,,False,55.0,36.5,1.6,37.7,63.0,31.5,48.4,26.1,35.0,0.446,0.577,AVGO,,126,16.7,20.0,,False
8,META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,Core,1424.1,559.02,592.8,18.0,18.8,17.0,0.0,ok,0.0,ok,0.2,,False,53.8,16.1,1.5,28.0,81.7,29.8,37.4,-10.3,-23.6,0.401,0.37,GOOG,,126,18.8,15.0,,False
9,NVDA,NVIDIA Corporation,Technology,Semiconductors,Growth,5049.6,208.48,207.65,20.0,15.5,20.0,-2.0,ok,0.0,ok,-0.24,,False,53.5,16.0,0.9,85.2,74.1,114.3,46.0,6.7,-3.0,0.526,0.488,AVGO,,126,15.5,20.0,,True
10,POWL,"Powell Industries, Inc.",Industrials,Electrical Equipment & Parts,Speculative,6.9,188.98,238.37,17.5,17.9,18.0,0.0,ok,0.0,ok,-2.67,,False,53.4,26.6,2.8,8.9,30.1,28.3,32.2,-4.3,-9.7,0.387,0.462,AVGO,,126,17.9,18.0,,False
11,NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,Compounder,78.0,549.28,542.12,16.0,17.5,21.0,0.0,ok,-1.5,ok,2.03,,False,53.0,18.0,3.2,5.1,20.1,27.0,49.0,-8.9,-35.6,-0.062,0.246,AVGO,,126,17.5,21.0,,False
12,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,Core,3618.5,487.31,462.94,18.0,17.5,16.9,0.0,ok,0.0,ok,0.27,,False,52.4,20.7,0.5,17.7,67.9,34.0,46.2,13.1,14.2,0.306,0.31,BMNR,,126,17.5,18.0,,True
13,RTX,RTX Corporation,Industrials,Aerospace & Defense,Compounder,282.0,209.22,203.86,15.5,15.2,21.0,0.0,ok,-0.5,ok,1.92,,False,51.2,26.6,3.5,14.5,20.3,12.3,37.3,9.3,-5.6,-0.048,0.138,AVGO,,126,15.2,21.0,,False
14,QCOM,QUALCOMM Incorporated,Technology,Semiconductors,Core,166.5,158.53,177.64,20.0,20.5,10.0,0.0,ok,0.0,ok,0.58,,False,50.5,15.5,6.2,-4.0,54.2,33.8,44.2,-5.4,-0.9,0.288,0.392,AVGO,,126,20.5,14.0,,False
15,NFLX,"Netflix, Inc.",Communication Services,Entertainment,Core,333.2,80.01,76.01,23.0,17.2,10.0,0.0,ok,0.0,ok,0.51,,False,50.2,20.9,7.6,13.4,49.1,49.5,68.6,-9.4,-8.5,0.082,0.192,MSFT,,126,17.2,14.0,,False
16,CINF,Cincinnati Financial Corporati,Financial Services,Insurance - Property & Casualt,Growth,26.3,171.21,177.52,22.0,17.9,10.0,0.0,ok,0.0,financial_na,,,False,49.9,19.0,11.4,31.6,31.1,21.5,28.1,2.9,-3.9,-0.167,0.31,AVGO,,126,17.9,14.0,,False
17,NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,Core,56.1,222.44,264.78,22.0,18.3,10.0,0.0,ok,-0.5,ok,1.53,,False,49.8,12.3,6.3,19.5,56.1,27.9,34.5,-8.1,-15.8,0.233,0.387,AVGO,,126,18.3,14.0,,False
18,AXP,American Express Company,Financial Services,Credit Services,Core,227.8,337.33,342.66,21.5,18.2,10.0,0.0,ok,0.0,financial_na,,,False,49.7,16.8,,12.8,62.3,34.4,39.4,-0.2,-5.5,0.382,0.378,BMNR,,126,18.2,18.0,,False
19,AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,Core,2826.8,262.07,250.14,17.0,18.5,16.1,-2.0,ok,0.0,ok,0.76,,False,49.6,25.2,0.1,19.6,50.8,30.6,33.6,9.9,14.6,0.572,0.628,GOOG,,126,18.5,17.0,,False
20,BX,Blackstone Inc.,Financial Services,Asset Management,Core,171.7,143.64,136.46,22.5,16.9,10.0,0.0,ok,0.0,financial_na,,,False,49.4,19.2,,28.6,100.0,31.4,58.0,10.8,13.5,0.317,0.332,BMNR,,126,16.9,16.0,,False
21,ADBE,Adobe Inc.,Technology,Software - Application,Core,109.8,276.27,262.46,23.0,16.2,10.0,0.0,ok,0.0,ok,0.15,,False,49.2,10.0,8.4,12.7,89.4,63.0,61.7,2.3,-2.8,0.154,0.388,MSFT,,126,16.2,17.0,,False
