rank,ticker,name,sector,industry,category,mcap_B,current_price,entry_level,fundamental,technical,visibility,corr_penalty,corr_status,leverage_penalty,lev_status,nd_ebitda,dte_pct,broken_base,composite,fwd_pe,fcf_yield_pct,rev_growth_pct,gross_margin_pct,roe_pct,rsi,ma200_dist_pct,rel_str_6m_pct,portfolio_corr,max_corr,max_corr_with,corr_null_reason,n_corr_obs,technical_precap,visibility_legacy,data_flags,in_portfolio
1,AVGO,Broadcom Inc.,Technology,Semiconductors,Growth,1753.5,368.56,383.73,20.0,18.7,22.0,-2.0,ok,0.0,ok,0.68,,False,58.7,19.0,1.7,85.5,75.5,44.2,43.0,-0.3,-5.3,0.55,0.577,TSM,,126,18.7,22.0,,True
2,GEV,GE Vernova Inc.,Industrials,Specialty Industrial Machinery,Compounder,258.7,971.31,1013.92,20.0,17.0,23.0,-2.0,ok,0.0,ok,-2.29,,False,58.0,38.4,6.1,21.9,20.6,82.6,42.9,9.4,2.7,0.587,0.684,ETN,,126,17.0,23.0,,False
3,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,Compounder,4101.7,335.38,346.54,19.0,17.8,20.0,0.0,ok,0.0,ok,-0.7,,False,56.8,22.6,0.6,24.2,60.9,48.7,43.3,0.1,-3.9,0.329,0.292,TSM,,126,17.8,20.0,,True
4,LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,Compounder,123.7,536.15,555.5,18.0,16.4,22.0,0.0,ok,-0.5,ok,1.73,,False,55.9,16.4,4.5,10.5,11.8,89.2,19.2,-3.6,-30.8,-0.08,0.182,TSM,,126,16.4,22.0,,False
5,TSM,Taiwan Semiconductor Manufactu,Technology,Semiconductors,Growth,2276.9,439.0,420.54,24.0,13.9,21.0,-4.0,ok,0.0,ok,-0.77,,False,54.9,20.0,,36.0,64.2,40.0,67.7,17.8,14.0,0.71,0.644,ETN,,126,13.9,21.0,fcf_yield_out_of_range(32.1),True
6,NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,Compounder,73.7,518.58,544.13,16.0,18.6,21.0,0.0,ok,-1.5,ok,2.03,,False,54.1,17.0,3.4,5.1,20.1,27.0,15.5,-13.8,-42.6,-0.072,0.242,TSM,,126,18.6,21.0,,False
7,NVDA,NVIDIA Corporation,Technology,Semiconductors,Growth,5450.7,225.73,214.44,20.0,16.1,20.0,-2.0,ok,0.0,ok,-0.12,,False,54.1,14.5,0.8,105.9,74.7,117.2,54.2,14.6,9.0,0.595,0.643,TSM,,126,16.1,20.0,,True
8,BX,Blackstone Inc.,Financial Services,Asset Management,Core,160.1,133.97,132.96,22.5,21.0,10.0,0.0,ok,0.0,financial_na,,,False,53.5,17.9,,28.6,100.0,31.4,36.7,3.3,9.8,0.266,0.327,GOOG,,126,21.0,16.0,,False
9,POWL,"Powell Industries, Inc.",Industrials,Electrical Equipment & Parts,Speculative,6.6,182.49,215.44,17.5,18.6,18.0,-2.0,ok,0.0,ok,-2.67,,False,52.1,26.1,2.9,8.9,30.1,28.3,30.0,-9.1,-9.8,0.611,0.753,ETN,,126,18.6,18.0,,False
10,NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,Core,56.5,223.87,249.21,22.0,20.3,10.0,0.0,ok,-0.5,ok,1.53,,False,51.8,12.4,6.3,19.5,56.1,27.9,44.1,-8.0,-2.3,0.349,0.441,ETN,,126,20.3,14.0,,False
11,ADSK,"Autodesk, Inc.",Technology,Software - Application,Core,44.4,212.21,230.99,23.0,18.6,10.0,0.0,ok,0.0,ok,-0.2,,False,51.6,14.9,7.1,16.1,92.5,53.9,30.6,-13.9,-29.6,-0.051,0.427,ETN,,126,18.6,17.0,,False
12,RTX,RTX Corporation,Industrials,Aerospace & Defense,Compounder,267.9,198.81,207.89,15.5,15.3,21.0,0.0,ok,-0.5,ok,1.92,,False,51.3,25.3,3.7,14.5,20.3,12.3,12.0,3.0,-17.1,0.0,0.127,AVGO,,126,15.3,21.0,,False
13,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,Core,33.0,274.55,294.96,23.0,17.9,10.0,0.0,ok,0.0,ok,-0.5,,False,50.9,11.3,10.4,14.0,90.4,89.5,30.5,6.1,5.4,0.031,0.225,GOOG,,126,17.9,15.0,,False
14,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,Growth,245.9,194.96,185.21,19.0,16.3,17.6,-2.0,ok,0.0,ok,-2.88,,False,50.9,37.8,1.6,37.7,63.0,31.5,51.6,28.0,26.5,0.566,0.55,AVGO,,126,16.3,20.0,,False
15,VRT,"Vertiv Holdings, LLC",Industrials,Electrical Equipment & Parts,Core,112.0,290.83,282.44,20.5,13.4,16.9,0.0,ok,0.0,ok,0.08,,False,50.8,31.9,2.4,24.1,38.0,43.9,60.1,12.7,-5.4,0.497,0.799,ETN,,126,13.4,20.0,,True
16,PATH,"UiPath, Inc.",Technology,Software - Infrastructure,Speculative,7.3,14.01,13.96,22.0,18.8,10.0,0.0,ok,0.0,ok,-6.57,,False,50.8,15.2,6.7,13.4,82.6,20.0,40.8,8.7,7.7,0.135,0.432,MSFT,,126,18.8,17.0,,False
17,NFLX,"Netflix, Inc.",Communication Services,Entertainment,Core,319.7,76.77,75.5,23.0,17.7,10.0,0.0,ok,0.0,ok,0.51,,False,50.7,20.1,7.9,13.4,49.1,49.5,47.3,-11.5,-34.0,-0.034,0.347,ETN,,126,17.7,14.0,,False
18,PYPL,"PayPal Holdings, Inc.",Financial Services,Credit Services,Core,45.8,53.18,55.2,20.0,20.3,10.0,0.0,ok,0.0,financial_na,,,False,50.3,9.2,9.6,4.8,40.5,24.5,33.0,4.4,5.0,0.155,0.298,MSFT,,126,20.3,17.0,,False
19,AXP,American Express Company,Financial Services,Credit Services,Core,220.2,326.1,341.16,21.5,18.8,10.0,0.0,ok,0.0,financial_na,,,False,50.3,16.2,,12.8,62.3,34.4,34.3,-3.1,-5.2,0.321,0.378,GOOG,,126,18.8,18.0,,False
20,CINF,Cincinnati Financial Corporati,Financial Services,Insurance - Property & Casualt,Growth,26.0,169.14,177.02,22.0,17.7,10.0,0.0,ok,0.0,financial_na,,,False,49.7,18.7,11.5,31.6,31.1,21.5,44.6,1.4,-9.9,-0.252,0.322,AVGO,,126,17.7,14.0,,False
21,RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,Core,20.7,347.23,377.67,22.0,17.6,10.0,0.0,ok,0.0,ok,0.67,,False,49.6,16.6,4.3,14.0,70.3,37.5,26.1,-5.1,-12.6,0.306,0.341,TSM,,126,17.6,13.0,,False
22,ALL,Allstate Corporation (The),Financial Services,Insurance - Property & Casualt,Core,64.1,253.46,256.99,22.0,17.6,10.0,0.0,ok,0.0,financial_na,,,False,49.6,9.2,23.7,11.8,36.8,46.1,41.5,14.4,9.0,-0.372,0.44,TSM,,126,17.6,14.0,,False
23,IT,"Gartner, Inc.",Technology,Information Technology Service,Core,10.9,172.59,164.66,21.0,19.1,10.0,0.0,ok,-0.5,ok,1.33,,False,49.6,10.6,9.7,-0.6,69.6,113.6,44.0,-2.7,-4.6,-0.187,0.44,ETN,,126,19.1,17.0,,False
24,PTC,PTC Inc.,Technology,Software - Application,Core,14.5,133.26,136.86,21.0,18.5,10.0,0.0,ok,0.0,ok,0.98,,False,49.5,15.0,7.1,-6.8,84.5,35.1,36.0,-10.3,-29.6,0.009,0.455,MSFT,,126,18.5,17.0,,False
25,CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,Core,78.4,284.11,339.78,20.5,18.9,10.0,0.0,ok,0.0,ok,0.52,,False,49.4,29.8,2.1,24.2,85.9,23.2,34.8,-13.1,-16.3,0.466,0.404,NVDA,,126,18.9,17.0,,False
26,AON,Aon plc,Financial Services,Insurance Brokers,Core,67.0,315.79,352.89,20.0,19.3,10.0,0.0,ok,0.0,financial_na,,,False,49.3,15.5,4.8,2.2,48.2,44.7,34.7,-6.2,-14.5,-0.311,0.465,ETN,,126,19.3,15.0,,False
27,GDDY,GoDaddy Inc.,Technology,Software - Infrastructure,Core,11.8,92.88,93.62,22.0,17.8,10.0,0.0,ok,-0.5,ok,1.91,,False,49.3,8.4,10.2,6.6,63.8,442.9,45.3,-3.3,-10.2,-0.156,0.462,ETN,,126,17.8,17.0,,False
28,ADBE,Adobe Inc.,Technology,Software - Application,Core,102.3,257.26,249.94,23.0,16.2,10.0,0.0,ok,0.0,ok,0.15,,False,49.2,9.4,9.0,12.7,89.4,63.0,46.5,-3.9,-19.6,-0.041,0.444,ETN,,126,16.2,17.0,,False
29,IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,Core,41.0,520.21,557.52,19.5,19.5,10.0,0.0,ok,0.0,ok,0.55,,False,49.0,31.1,2.2,9.7,62.4,74.2,36.3,-14.2,-26.3,0.159,0.357,GOOG,,126,19.5,17.0,,False
30,SYF,Synchrony Financial,Financial Services,Credit Services,Core,25.6,78.62,76.83,19.5,19.5,10.0,0.0,ok,0.0,financial_na,,,False,49.0,7.5,,0.6,0.0,20.8,44.2,5.0,7.4,0.318,0.317,GOOG,,126,19.5,16.0,,False
31,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,Growth,77.4,145.36,141.79,23.0,15.9,10.0,0.0,ok,0.0,ok,0.23,,False,48.9,10.1,5.8,58.7,62.6,22.5,42.9,13.4,1.4,-0.385,0.323,TSM,,126,15.9,14.0,,False
32,BLK,"BlackRock, Inc.",Financial Services,Asset Management,Growth,178.0,1095.37,1094.69,20.5,18.3,10.0,0.0,ok,0.0,financial_na,,,False,48.8,17.0,4.3,30.6,47.2,12.3,33.6,3.6,0.1,0.423,0.432,GOOG,,126,18.3,15.0,,False
33,TXN,Texas Instruments Incorporated,Technology,Semiconductors,Core,236.5,258.92,279.5,19.0,19.8,10.0,0.0,ok,0.0,ok,0.74,,False,48.8,24.3,1.5,22.8,58.3,35.2,35.6,8.3,18.6,0.419,0.608,ETN,,126,19.8,14.0,,False
34,APO,"Apollo Global Management, Inc.",Financial Services,Asset Management,Growth,77.8,131.81,127.25,20.0,18.8,10.0,0.0,ok,0.0,financial_na,,,False,48.8,12.3,,63.8,36.1,11.4,45.2,3.3,8.7,0.313,0.33,GOOG,,126,18.8,14.0,,False
35,FDS,FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchang,Core,10.3,289.0,274.55,21.0,17.8,10.0,0.0,ok,0.0,financial_na,,,False,48.8,14.7,6.0,6.4,51.4,27.0,52.0,15.9,23.2,-0.16,0.454,ETN,,126,17.8,15.0,,False
36,GD,General Dynamics Corporation,Industrials,Aerospace & Defense,Core,96.5,356.58,378.12,14.5,16.5,17.6,0.0,ok,0.0,ok,0.78,,False,48.6,19.2,4.6,8.1,15.4,17.8,14.1,0.9,-12.4,-0.007,0.128,GOOG,,126,16.5,21.0,,False
