rank,ticker,name,sector,industry,category,mcap_B,current_price,entry_level,fundamental,technical,visibility,corr_penalty,corr_status,leverage_penalty,lev_status,nd_ebitda,dte_pct,broken_base,composite,fwd_pe,fcf_yield_pct,rev_growth_pct,gross_margin_pct,roe_pct,rsi,ma200_dist_pct,rel_str_6m_pct,portfolio_corr,max_corr,max_corr_with,corr_null_reason,n_corr_obs,technical_precap,visibility_legacy,data_flags,in_portfolio
1,AVGO,Broadcom Inc.,Technology,Semiconductors,Growth,1867.0,392.43,389.94,20.0,15.6,22.0,0.0,ok,-0.5,ok,1.08,,False,57.1,20.1,1.5,47.9,76.3,37.3,55.4,6.4,5.1,0.41,0.479,NVDA,,126,15.6,22.0,,True
2,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,Compounder,4175.9,341.45,351.75,19.0,16.9,20.0,0.0,ok,0.0,ok,-0.7,,False,55.9,23.2,0.5,24.2,60.9,48.7,55.0,3.2,-0.3,0.34,0.316,BMNR,,126,16.9,20.0,,True
3,GEV,GE Vernova Inc.,Industrials,Specialty Industrial Machinery,Compounder,287.4,1079.0,1029.85,19.0,12.6,23.0,0.0,ok,0.0,ok,-2.29,,False,54.6,43.0,5.5,21.9,20.6,82.6,74.4,25.5,18.6,0.385,0.444,AVGO,,126,12.6,23.0,,False
4,TSM,Taiwan Semiconductor Manufactu,Technology,Semiconductors,Growth,2235.2,430.97,424.8,24.0,10.8,21.0,-2.0,ok,0.0,ok,-0.77,,False,53.8,19.8,,36.0,64.2,40.0,71.1,18.7,5.8,0.593,0.654,NVDA,,126,10.8,21.0,fcf_yield_out_of_range(32.7),False
5,META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,Core,1449.5,568.97,595.96,18.0,18.7,17.0,0.0,ok,0.0,ok,0.2,,False,53.7,16.3,1.5,28.0,81.7,29.8,43.3,-9.2,-24.1,0.403,0.378,GOOG,,126,18.7,15.0,,False
6,VRT,"Vertiv Holdings, LLC",Industrials,Electrical Equipment & Parts,Core,112.6,292.43,296.12,20.5,13.7,19.4,0.0,ok,0.0,ok,0.08,,False,53.6,32.1,2.4,24.1,38.0,43.9,58.3,16.2,6.9,0.363,0.488,NVDA,,126,13.7,20.0,,False
7,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,Growth,254.5,201.8,191.71,19.0,13.0,20.0,0.0,ok,0.0,ok,-2.88,,False,52.0,39.1,1.5,37.7,63.0,31.5,66.7,35.9,28.4,0.443,0.564,AVGO,,126,13.0,20.0,,False
8,LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,Compounder,137.0,593.74,564.05,18.0,11.7,22.0,0.0,ok,-0.5,ok,1.73,,False,51.2,18.1,4.1,10.5,11.8,89.2,55.3,8.1,-21.3,-0.105,0.18,AVGO,,126,11.7,22.0,,False
9,NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,Compounder,81.0,570.2,541.69,16.0,15.6,21.0,0.0,ok,-1.5,ok,2.03,,False,51.1,18.7,3.1,5.1,20.1,27.0,61.6,-5.5,-31.6,-0.05,0.237,AVGO,,126,15.6,21.0,,False
10,FDS,FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchang,Speculative,9.8,276.76,262.92,21.0,19.7,10.0,0.0,ok,0.0,financial_na,,,False,50.7,14.0,6.3,6.4,51.4,27.0,45.4,12.2,33.2,0.033,0.346,MSFT,,126,19.7,15.0,,False
11,POWL,"Powell Industries, Inc.",Industrials,Electrical Equipment & Parts,Speculative,8.0,218.73,246.95,17.5,15.2,18.0,0.0,ok,0.0,ok,-2.67,,False,50.7,30.7,2.4,8.9,30.1,28.3,59.8,11.7,3.7,0.385,0.437,AVGO,,126,15.2,18.0,,False
12,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,Cyclical,17.8,117.78,114.96,22.0,18.5,10.0,0.0,ok,0.0,ok,0.29,,False,50.5,11.3,7.2,17.6,42.5,29.9,42.7,12.8,12.9,-0.347,0.324,GOOG,,126,18.5,12.0,,False
13,GDDY,GoDaddy Inc.,Technology,Software - Infrastructure,Core,11.7,92.37,87.77,22.0,19.0,10.0,0.0,ok,-0.5,ok,1.91,,False,50.5,8.4,10.3,6.6,63.8,442.9,40.4,-6.2,-11.9,-0.044,0.15,MSFT,,126,19.0,17.0,,False
14,EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,Core,44.9,100.94,110.4,20.5,20.3,10.0,0.0,ok,-0.5,ok,1.24,,False,50.3,15.0,3.5,14.8,72.1,46.6,25.5,3.9,13.5,0.178,0.232,GOOG,,126,20.3,13.0,,False
15,ADBE,Adobe Inc.,Technology,Software - Application,Core,101.0,254.04,241.34,23.0,16.9,10.0,0.0,ok,0.0,ok,0.15,,False,49.9,9.2,9.1,12.7,89.4,63.0,52.5,-6.5,-15.6,0.174,0.404,MSFT,,126,16.9,17.0,,False
16,ADSK,"Autodesk, Inc.",Technology,Software - Application,Core,51.0,241.64,229.56,22.0,17.7,10.0,0.0,ok,0.0,ok,-0.09,,False,49.7,17.0,6.0,18.4,92.4,50.4,53.0,-3.5,-5.9,0.125,0.336,MSFT,,126,17.7,17.0,,False
17,NFLX,"Netflix, Inc.",Communication Services,Entertainment,Core,316.5,76.02,74.73,23.0,16.6,10.0,0.0,ok,0.0,ok,0.51,,False,49.6,19.9,8.0,13.4,49.1,49.5,60.6,-14.6,-14.5,0.103,0.203,MSFT,,126,16.6,14.0,,False
18,MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchang,Core,82.6,477.17,474.42,20.5,18.9,10.0,0.0,ok,0.0,financial_na,,,False,49.4,25.2,3.1,15.1,75.0,76.9,43.3,1.4,0.1,0.185,0.348,MSFT,,126,18.9,16.0,,False
19,GD,General Dynamics Corporation,Industrials,Aerospace & Defense,Compounder,105.8,391.14,371.58,14.5,14.5,20.4,0.0,ok,0.0,ok,0.78,,False,49.4,21.1,4.2,8.1,15.4,17.8,47.9,11.4,1.5,-0.004,0.141,NVDA,,126,14.5,21.0,,False
20,BRO,"Brown & Brown, Inc.",Financial Services,Insurance Brokers,Growth,23.0,68.86,66.49,21.5,17.8,10.0,0.0,ok,0.0,financial_na,,,False,49.3,14.3,7.1,32.4,56.3,10.0,30.7,-1.3,-12.8,-0.169,0.355,AVGO,,126,17.8,15.0,,False
21,QCOM,QUALCOMM Incorporated,Technology,Semiconductors,Core,170.3,162.18,182.26,20.0,19.2,10.0,0.0,ok,0.0,ok,0.58,,False,49.2,15.9,6.0,-4.0,54.2,33.8,49.4,-3.5,1.3,0.29,0.398,AVGO,,126,19.2,14.0,,False
22,NVDA,NVIDIA Corporation,Technology,Semiconductors,Growth,5450.0,225.01,213.76,20.0,11.0,20.0,-2.0,ok,0.0,ok,-0.24,,False,49.0,17.6,0.9,85.2,74.1,114.3,75.0,15.4,8.5,0.526,0.479,AVGO,,126,11.0,20.0,,True
23,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,Core,3566.9,480.35,456.33,18.0,13.3,17.6,0.0,ok,0.0,ok,0.27,,False,48.9,20.4,0.5,17.7,67.9,34.0,76.6,11.3,8.1,0.311,0.329,BMNR,,126,13.3,18.0,,True
24,SPGI,S&P Global Inc.,Financial Services,Financial Data & Stock Exchang,Core,121.0,410.53,422.19,19.5,19.4,10.0,0.0,ok,0.0,financial_na,,,False,48.9,20.3,4.5,10.4,70.9,14.3,38.8,-9.2,-12.9,0.134,0.361,MSFT,,126,19.4,16.0,,False
25,CINF,Cincinnati Financial Corporati,Financial Services,Insurance - Property & Casualt,Growth,26.3,171.06,177.09,22.0,16.9,10.0,0.0,ok,0.0,financial_na,,,False,48.9,18.9,11.4,31.6,31.1,21.5,26.7,3.1,-9.6,-0.161,0.31,AVGO,,126,16.9,14.0,,False
26,NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,Core,58.7,232.72,271.92,22.0,17.3,10.0,0.0,ok,-0.5,ok,1.53,,False,48.8,12.9,6.1,19.5,56.1,27.9,35.4,-3.6,-17.7,0.229,0.382,AVGO,,126,17.3,14.0,,False
27,IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,Core,43.0,546.09,560.81,19.5,19.1,10.0,0.0,ok,0.0,ok,0.55,,False,48.6,32.6,2.1,9.7,62.4,74.2,39.4,-11.5,-26.0,0.276,0.362,GOOG,,126,19.1,17.0,,False
28,INCY,Incyte Corporation,Healthcare,Biotechnology,Growth,25.0,123.5,117.32,23.0,15.5,10.0,0.0,ok,0.0,ok,-2.32,,False,48.5,13.9,4.7,37.7,55.7,30.7,36.5,19.9,8.9,-0.089,0.165,AVGO,,126,15.5,16.0,,False
29,ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,Core,21.2,493.33,486.47,21.0,17.7,10.0,0.0,ok,-0.5,ok,1.1,,False,48.2,15.5,4.6,11.1,43.2,47.4,47.3,-11.1,-43.4,0.168,0.185,MSFT,,126,17.7,12.0,,False
30,AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,Core,2818.6,261.31,248.32,17.0,16.3,16.7,-2.0,ok,0.0,ok,0.76,,False,48.0,25.1,0.1,19.6,50.8,30.6,65.9,9.9,16.7,0.582,0.632,GOOG,,126,16.3,17.0,,False
31,ALL,Allstate Corporation (The),Financial Services,Insurance - Property & Casualt,Core,65.3,258.1,246.71,22.0,15.8,10.0,0.0,ok,0.0,financial_na,,,False,47.8,9.4,23.2,11.8,36.8,46.1,38.0,18.9,9.0,-0.264,0.341,NVDA,,126,15.8,14.0,,False
32,IT,"Gartner, Inc.",Technology,Information Technology Service,Core,11.3,179.19,170.23,21.0,17.3,10.0,0.0,ok,-0.5,ok,1.33,,False,47.8,10.8,9.3,-0.6,69.6,113.6,62.8,-0.7,1.5,-0.015,0.247,MSFT,,126,17.3,17.0,,False
33,ADP,"Automatic Data Processing, Inc",Technology,Software - Application,Core,105.7,266.06,252.76,20.0,17.5,10.0,0.0,ok,0.0,ok,0.2,,False,47.5,19.9,5.0,6.8,48.7,72.2,51.7,13.6,12.7,-0.037,0.309,MSFT,,126,17.5,16.0,,False
34,TROW,"T. Rowe Price Group, Inc.",Financial Services,Asset Management,Core,23.6,110.46,113.33,20.5,17.0,10.0,0.0,ok,0.0,financial_na,,,False,47.5,10.7,8.6,10.7,51.6,19.4,23.2,8.2,6.3,0.262,0.312,BMNR,,126,17.0,15.0,,False
35,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,Core,38.2,318.5,302.58,23.0,14.5,10.0,0.0,ok,0.0,ok,-0.5,,False,47.5,13.2,9.0,14.0,90.4,89.5,61.4,26.0,46.1,0.167,0.222,MSFT,,126,14.5,15.0,,False
36,PEP,"Pepsico, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,Core,188.8,138.24,140.08,20.0,19.0,10.0,0.0,ok,-1.5,ok,2.25,,False,47.5,15.4,4.1,6.4,54.2,51.5,32.7,-6.8,-27.0,-0.144,0.296,AVGO,,126,19.0,17.0,,False
