rank,ticker,name,sector,industry,category,mcap_B,current_price,entry_level,fundamental,technical,visibility,corr_penalty,corr_status,leverage_penalty,lev_status,nd_ebitda,dte_pct,broken_base,composite,fwd_pe,fcf_yield_pct,rev_growth_pct,gross_margin_pct,roe_pct,rsi,ma200_dist_pct,rel_str_6m_pct,portfolio_corr,max_corr,max_corr_with,corr_null_reason,n_corr_obs,technical_precap,visibility_legacy,data_flags,in_portfolio
1,AVGO,Broadcom Inc.,Technology,Semiconductors,Growth,1724.5,362.48,389.14,20.0,19.0,22.0,0.0,ok,-0.5,ok,1.08,,False,60.5,18.6,1.6,47.9,76.3,37.3,38.3,-1.7,-4.0,0.402,0.484,NVDA,,126,19.0,22.0,,True
2,GEV,GE Vernova Inc.,Industrials,Specialty Industrial Machinery,Compounder,263.0,987.46,1032.34,19.0,16.3,23.0,0.0,ok,0.0,ok,-2.29,,False,58.3,39.3,6.0,21.9,20.6,82.6,51.1,14.3,5.6,0.391,0.453,AVGO,,126,16.3,23.0,,False
3,TSM,Taiwan Semiconductor Manufactu,Technology,Semiconductors,Growth,2137.3,412.09,424.51,24.0,14.1,21.0,-2.0,ok,0.0,ok,-0.77,,False,57.1,18.9,,36.0,64.2,40.0,56.8,13.2,2.2,0.595,0.662,NVDA,,126,14.1,21.0,fcf_yield_out_of_range(34.2),False
4,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,Compounder,4179.0,341.7,350.87,19.0,16.9,20.0,0.0,ok,0.0,ok,-0.7,,False,55.9,23.2,0.5,24.2,60.9,48.7,54.8,3.1,-0.1,0.339,0.308,BMNR,,126,16.9,20.0,,True
5,VRT,"Vertiv Holdings, LLC",Industrials,Electrical Equipment & Parts,Core,100.5,261.0,294.77,20.5,15.5,19.2,0.0,ok,0.0,ok,0.08,,False,55.2,28.7,2.7,24.1,38.0,43.9,64.3,3.4,-5.3,0.369,0.496,NVDA,,126,15.5,20.0,,False
6,POWL,"Powell Industries, Inc.",Industrials,Electrical Equipment & Parts,Speculative,7.2,198.21,243.41,17.5,18.8,18.0,0.0,ok,0.0,ok,-2.67,,False,54.3,27.9,2.6,8.9,30.1,28.3,42.4,0.8,-1.9,0.39,0.457,AVGO,,126,18.8,18.0,,False
7,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,Growth,235.2,186.45,177.13,19.0,15.3,19.9,0.0,ok,0.0,ok,-2.88,,False,54.2,36.1,1.7,37.7,63.0,31.5,58.9,25.3,23.1,0.446,0.575,AVGO,,126,15.3,20.0,,False
8,META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,Core,1391.0,546.03,594.19,18.0,18.1,17.0,0.0,ok,0.0,ok,0.2,,False,53.1,15.7,1.5,28.0,81.7,29.8,52.3,-12.6,-28.0,0.407,0.375,GOOG,,126,18.1,15.0,,False
9,LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,Compounder,136.0,589.15,559.69,18.0,11.8,22.0,0.0,ok,-0.5,ok,1.73,,False,51.3,18.0,4.1,10.5,11.8,89.2,55.7,7.1,-23.9,-0.111,0.165,AVGO,,126,11.8,22.0,,False
10,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,Core,3596.3,484.31,460.09,18.0,15.3,17.4,0.0,ok,0.0,ok,0.27,,False,50.7,20.5,0.5,17.7,67.9,34.0,65.9,12.3,8.8,0.31,0.323,BMNR,,126,15.3,18.0,,True
11,NVDA,NVIDIA Corporation,Technology,Semiconductors,Growth,5269.5,217.56,207.12,20.0,12.2,20.0,-2.0,ok,0.0,ok,-0.24,,False,50.2,16.9,0.9,85.2,74.1,114.3,71.9,11.5,3.0,0.529,0.484,AVGO,,126,12.2,20.0,,True
12,NFLX,"Netflix, Inc.",Communication Services,Entertainment,Core,334.0,80.22,76.21,23.0,17.1,10.0,0.0,ok,0.0,ok,0.51,,False,50.1,21.0,7.6,13.4,49.1,49.5,68.0,-9.6,-8.6,0.097,0.202,MSFT,,126,17.1,14.0,,False
13,GDDY,GoDaddy Inc.,Technology,Software - Infrastructure,Core,12.3,96.84,92.0,22.0,18.5,10.0,0.0,ok,-0.5,ok,1.91,,False,50.0,8.8,9.8,6.6,63.8,442.9,47.6,-1.3,-3.5,-0.048,0.158,AVGO,,126,18.5,17.0,,False
14,CINF,Cincinnati Financial Corporati,Financial Services,Insurance - Property & Casualt,Growth,25.9,168.49,177.34,22.0,18.0,10.0,0.0,ok,0.0,financial_na,,,False,50.0,18.7,11.5,31.6,31.1,21.5,34.5,1.4,-8.4,-0.158,0.302,AVGO,,126,18.0,14.0,,False
15,NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,Core,57.0,226.02,269.07,22.0,18.3,10.0,0.0,ok,-0.5,ok,1.53,,False,49.8,12.5,6.2,19.5,56.1,27.9,37.2,-6.5,-14.9,0.232,0.386,AVGO,,126,18.3,14.0,,False
16,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,Cyclical,18.0,119.02,115.27,22.0,17.6,10.0,0.0,ok,0.0,ok,0.29,,False,49.6,11.4,7.1,17.6,42.5,29.9,39.4,13.6,7.4,-0.351,0.327,GOOG,,126,17.6,12.0,,False
17,TLN,Talen Energy Corporation,Utilities,Utilities - Independent Power ,Growth,15.4,322.35,368.51,17.5,17.8,19.0,0.0,ok,-5.0,ok,16.05,,False,49.3,11.1,8.2,111.2,42.1,-12.8,46.1,-11.1,-27.9,0.365,0.368,AVGO,,126,17.8,19.0,,False
18,DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,Core,12.5,91.57,102.31,21.0,18.1,10.0,0.0,ok,0.0,ok,-0.85,,False,49.1,10.9,7.0,5.7,57.8,42.6,31.9,-10.4,-35.2,0.262,0.344,GOOG,,126,18.1,12.0,,False
19,ALL,Allstate Corporation (The),Financial Services,Insurance - Property & Casualt,Core,65.7,259.74,248.41,22.0,16.7,10.0,0.0,ok,0.0,financial_na,,,False,48.7,9.4,23.1,11.8,36.8,46.1,44.7,19.2,15.7,-0.265,0.345,NVDA,,126,16.7,14.0,,False
20,ADBE,Adobe Inc.,Technology,Software - Application,Core,108.3,272.47,258.85,23.0,15.6,10.0,0.0,ok,0.0,ok,0.15,,False,48.6,9.9,8.5,12.7,89.4,63.0,64.3,0.5,-7.6,0.164,0.4,MSFT,,126,15.6,17.0,,False
21,BRO,"Brown & Brown, Inc.",Financial Services,Insurance Brokers,Growth,23.9,71.49,67.92,21.5,17.0,10.0,0.0,ok,0.0,financial_na,,,False,48.5,14.8,6.9,32.4,56.3,10.0,53.2,2.7,-9.5,-0.169,0.371,AVGO,,126,17.0,15.0,,False
22,APP,Applovin Corporation,Communication Services,Advertising Agencies,Growth,104.4,310.79,435.24,22.5,15.9,10.0,0.0,ok,0.0,ok,0.09,,False,48.4,14.8,3.0,52.8,88.5,203.7,25.9,-38.3,-37.3,0.416,0.37,BMNR,,126,15.9,15.0,,False
23,NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,Compounder,82.8,582.84,553.7,16.0,12.9,21.0,0.0,ok,-1.5,ok,2.03,,False,48.4,19.1,3.0,5.1,20.1,27.0,73.6,-3.4,-33.4,-0.063,0.244,AVGO,,126,12.9,21.0,,False
24,EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,Core,45.7,102.64,110.15,20.5,18.4,10.0,0.0,ok,-0.5,ok,1.24,,False,48.4,15.3,3.5,14.8,72.1,46.6,32.7,5.6,8.8,0.172,0.228,GOOG,,126,18.4,13.0,,False
25,ADSK,"Autodesk, Inc.",Technology,Software - Application,Core,53.1,251.29,238.73,22.0,16.3,10.0,0.0,ok,0.0,ok,-0.09,,False,48.3,17.7,5.8,18.4,92.4,50.4,62.8,0.5,-3.1,0.117,0.332,MSFT,,126,16.3,17.0,,False
26,AON,Aon plc,Financial Services,Insurance Brokers,Core,73.9,348.43,349.36,20.0,18.0,10.0,0.0,ok,0.0,financial_na,,,False,48.0,16.3,4.3,2.2,48.2,44.7,30.4,3.4,-5.0,-0.167,0.375,AVGO,,126,18.0,15.0,,False
27,CBOE,"Cboe Global Markets, Inc.",Financial Services,Financial Data & Stock Exchang,Core,29.3,280.75,276.35,20.5,17.5,10.0,0.0,ok,0.0,financial_na,,,False,48.0,18.5,2.3,22.9,54.1,26.3,40.0,-0.5,-14.4,-0.113,0.186,AVGO,,126,17.5,15.0,,False
