rank,ticker,name,sector,industry,category,mcap_B,current_price,entry_level,fundamental,technical,visibility,corr_penalty,corr_status,leverage_penalty,lev_status,nd_ebitda,dte_pct,broken_base,composite,fwd_pe,fcf_yield_pct,rev_growth_pct,gross_margin_pct,roe_pct,rsi,ma200_dist_pct,rel_str_6m_pct,portfolio_corr,max_corr,max_corr_with,corr_null_reason,n_corr_obs,technical_precap,visibility_legacy,data_flags,in_portfolio
1,GEV,GE Vernova Inc.,Industrials,Specialty Industrial Machinery,Compounder,233.0,923.91,1005.87,20.0,18.1,23.0,-2.0,ok,0.0,ok,-2.29,,False,59.1,34.6,6.7,21.9,20.6,82.6,41.3,3.6,-2.6,0.588,0.696,ETN,,124,18.1,23.0,,False
2,AVGO,Broadcom Inc.,Technology,Semiconductors,Growth,1645.6,360.83,383.23,20.0,17.8,22.0,-2.0,ok,0.0,ok,0.68,,False,57.8,17.8,1.9,85.5,75.5,44.2,47.7,-2.4,-6.1,0.547,0.586,TSM,,124,17.8,22.0,,True
3,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,Compounder,4228.0,330.39,345.63,19.0,17.9,20.0,0.0,ok,0.0,ok,-0.7,,False,56.9,23.2,0.5,24.2,60.9,48.7,42.1,-1.5,-4.8,0.327,0.285,TSM,,124,17.9,20.0,,True
4,TSM,Taiwan Semiconductor Manufactu,Technology,Semiconductors,Growth,2168.0,428.03,419.15,24.0,15.7,21.0,-4.0,ok,0.0,ok,-0.77,,False,56.7,19.1,,36.0,64.2,40.0,57.7,14.4,14.0,0.717,0.654,ETN,,124,15.7,21.0,fcf_yield_out_of_range(33.7),True
5,LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,Compounder,122.2,530.12,556.36,18.0,16.6,22.0,0.0,ok,-0.5,ok,1.73,,False,56.1,16.2,4.6,10.5,11.8,89.2,28.7,-4.8,-32.5,-0.075,0.181,TSM,,124,16.6,22.0,,False
6,NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,Compounder,74.9,518.95,544.71,16.0,18.6,21.0,0.0,ok,-1.5,ok,2.03,,False,54.1,17.3,3.3,5.1,20.1,27.0,23.1,-13.7,-43.3,-0.071,0.244,TSM,,124,18.6,21.0,,False
7,BX,Blackstone Inc.,Financial Services,Asset Management,Core,153.3,125.41,133.4,22.5,21.1,10.0,0.0,ok,0.0,financial_na,,,False,53.6,17.1,,28.6,100.0,31.4,18.3,-3.2,10.2,0.289,0.337,GOOG,,124,21.1,16.0,,False
8,NVDA,NVIDIA Corporation,Technology,Semiconductors,Growth,5094.1,218.36,212.17,20.0,16.1,19.3,-2.0,ok,0.0,ok,-0.12,,False,53.4,13.5,0.8,105.9,74.7,117.2,51.0,10.7,5.5,0.594,0.648,TSM,,124,16.1,20.0,,True
9,POWL,"Powell Industries, Inc.",Industrials,Electrical Equipment & Parts,Speculative,6.2,176.89,211.23,17.5,18.6,18.0,-2.0,ok,0.0,ok,-2.67,,False,52.1,24.4,3.1,8.9,30.1,28.3,30.3,-12.2,-10.4,0.613,0.759,ETN,,124,18.6,18.0,,False
10,NFLX,"Netflix, Inc.",Communication Services,Entertainment,Core,334.4,76.01,75.64,23.0,18.8,10.0,0.0,ok,0.0,ok,0.51,,False,51.8,21.0,7.6,13.4,49.1,49.5,37.9,-12.0,-33.1,-0.03,0.353,ETN,,124,18.8,14.0,,False
