rank,ticker,name,sector,industry,category,mcap_B,current_price,entry_level,fundamental,technical,visibility,corr_penalty,corr_status,leverage_penalty,lev_status,nd_ebitda,dte_pct,broken_base,composite,fwd_pe,fcf_yield_pct,rev_growth_pct,gross_margin_pct,roe_pct,rsi,ma200_dist_pct,rel_str_6m_pct,portfolio_corr,max_corr,max_corr_with,corr_null_reason,n_corr_obs,technical_precap,visibility_legacy,data_flags,in_portfolio
1,GEV,GE Vernova Inc.,Industrials,Specialty Industrial Machinery,Compounder,245.5,921.94,1020.58,20.0,18.2,23.0,0.0,ok,0.0,ok,-2.29,,False,61.2,36.8,6.4,21.9,20.6,82.6,27.8,4.5,1.0,0.393,0.457,AVGO,,126,18.2,23.0,,False
2,AVGO,Broadcom Inc.,Technology,Semiconductors,Growth,1747.2,367.24,384.58,20.0,18.8,22.0,0.0,ok,-0.5,ok,1.08,,False,60.3,18.8,1.6,47.9,76.3,37.3,24.1,-0.6,-1.6,0.398,0.485,NVDA,,126,18.8,22.0,,True
3,TSM,Taiwan Semiconductor Manufactu,Technology,Semiconductors,Growth,2155.0,415.5,421.01,24.0,17.1,21.0,-2.0,ok,0.0,ok,-0.77,,False,60.1,19.0,,36.0,64.2,40.0,40.0,12.2,5.8,0.607,0.66,NVDA,,126,17.1,21.0,fcf_yield_out_of_range(33.9),False
4,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,Compounder,4082.1,333.78,346.79,19.0,18.3,20.0,0.0,ok,0.0,ok,-0.7,,False,57.3,22.5,0.6,24.2,60.9,48.7,36.5,-0.1,-1.2,0.338,0.298,BMNR,,126,18.3,20.0,,True
5,NVDA,NVIDIA Corporation,Technology,Semiconductors,Growth,5418.8,224.41,213.19,20.0,16.3,20.0,0.0,ok,0.0,ok,-0.12,,False,56.3,14.6,0.8,105.9,74.7,117.2,49.3,14.3,10.2,0.5,0.485,AVGO,,126,16.3,20.0,,True
6,LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,Compounder,122.7,531.55,553.7,18.0,16.5,22.0,0.0,ok,-0.5,ok,1.73,,False,56.0,16.2,4.5,10.5,11.8,89.2,25.3,-4.2,-31.1,-0.087,0.159,AVGO,,126,16.5,22.0,,False
7,VRT,"Vertiv Holdings, LLC",Industrials,Electrical Equipment & Parts,Core,98.8,256.7,284.55,20.5,17.4,17.6,0.0,ok,0.0,ok,0.08,,False,55.5,28.2,2.7,24.1,38.0,43.9,32.0,0.1,-9.4,0.359,0.491,AVGO,,126,17.4,20.0,,False
8,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,Growth,234.7,186.1,181.77,19.0,17.8,18.2,0.0,ok,0.0,ok,-2.88,,False,55.0,36.1,1.7,37.7,63.0,31.5,35.9,23.0,21.3,0.442,0.565,AVGO,,126,17.8,20.0,,False
9,NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,Compounder,74.4,523.82,542.94,16.0,18.5,21.0,0.0,ok,-1.5,ok,2.03,,False,54.0,17.2,3.3,5.1,20.1,27.0,29.9,-13.1,-41.5,-0.046,0.243,AVGO,,126,18.5,21.0,,False
10,POWL,"Powell Industries, Inc.",Industrials,Electrical Equipment & Parts,Speculative,6.2,170.51,222.33,17.5,18.1,18.0,0.0,ok,0.0,ok,-2.67,,False,53.6,24.4,3.1,8.9,30.1,28.3,26.3,-14.6,-10.5,0.393,0.459,AVGO,,126,18.1,18.0,,False
11,META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,Core,1510.3,592.85,592.95,18.0,16.7,17.0,0.0,ok,0.0,ok,0.2,,False,51.7,17.0,1.4,28.0,81.7,29.8,49.1,-4.7,-22.4,0.379,0.376,GOOG,,126,16.7,15.0,,False
12,RTX,RTX Corporation,Industrials,Aerospace & Defense,Compounder,270.6,200.78,207.05,15.5,15.6,21.0,0.0,ok,-0.5,ok,1.92,,False,51.6,25.6,3.7,14.5,20.3,12.3,24.1,4.2,-13.7,-0.038,0.142,AVGO,,126,15.6,21.0,,False
13,BX,Blackstone Inc.,Financial Services,Asset Management,Core,163.5,136.82,131.66,22.5,18.4,10.0,0.0,ok,0.0,financial_na,,,False,50.9,18.3,,28.6,100.0,31.4,28.5,5.5,7.3,0.305,0.324,GOOG,,126,18.4,16.0,,False
