rank,ticker,name,sector,industry,category,mcap_B,current_price,entry_level,fundamental,technical,visibility,corr_penalty,corr_status,leverage_penalty,lev_status,nd_ebitda,dte_pct,broken_base,composite,fwd_pe,fcf_yield_pct,rev_growth_pct,gross_margin_pct,roe_pct,rsi,ma200_dist_pct,rel_str_6m_pct,portfolio_corr,max_corr,max_corr_with,corr_null_reason,n_corr_obs,technical_precap,visibility_legacy,data_flags,in_portfolio
1,GEV,GE Vernova Inc.,Industrials,Specialty Industrial Machinery,Compounder,277.0,1039.9,1023.86,19.0,15.8,23.0,0.0,ok,0.0,ok,-2.29,,False,57.8,41.8,5.7,21.9,20.6,82.6,51.3,22.0,14.7,0.382,0.458,AVGO,,126,15.8,23.0,,False
2,AVGO,Broadcom Inc.,Technology,Semiconductors,Growth,1979.4,416.05,395.25,20.0,15.7,22.0,0.0,ok,-0.5,ok,1.08,,False,57.2,21.3,1.4,47.9,76.3,37.3,62.6,13.0,10.0,0.41,0.491,NVDA,,126,15.7,22.0,,True
3,TSM,Taiwan Semiconductor Manufactu,Technology,Semiconductors,Growth,2225.8,429.15,425.55,24.0,12.5,21.0,-2.0,ok,0.0,ok,-0.8,,False,55.5,19.7,,36.0,64.2,40.0,56.5,18.9,3.7,0.585,0.654,NVDA,,126,12.5,21.0,fcf_yield_out_of_range(33.2),False
4,VRT,"Vertiv Holdings, LLC",Industrials,Electrical Equipment & Parts,Compounder,111.0,288.36,298.45,20.5,14.9,20.0,0.0,ok,0.0,ok,0.08,,False,55.4,31.7,2.4,24.1,38.0,43.9,45.2,15.2,4.4,0.299,0.454,AVGO,,126,14.9,20.0,,False
5,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,Compounder,4187.2,342.37,352.84,19.0,15.2,20.0,0.0,ok,0.0,ok,-0.7,,False,54.2,23.2,0.5,24.2,60.9,48.7,62.1,3.9,-1.6,0.343,0.312,BMNR,,126,15.2,20.0,,True
6,META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,Core,1474.6,578.85,597.85,18.0,18.5,17.0,0.0,ok,0.0,ok,0.2,,False,53.5,16.6,1.5,28.0,81.7,29.8,41.0,-7.9,-25.0,0.402,0.379,GOOG,,126,18.5,15.0,,False
7,POWL,"Powell Industries, Inc.",Industrials,Electrical Equipment & Parts,Speculative,7.6,207.98,252.2,17.5,16.4,18.0,0.0,ok,0.0,ok,-2.67,,False,51.9,30.6,2.5,8.9,30.1,28.3,34.8,6.9,-6.2,0.393,0.464,AVGO,,126,16.4,18.0,,False
8,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,Growth,265.5,210.5,199.98,19.0,12.5,20.0,0.0,ok,0.0,ok,-2.88,,False,51.5,40.8,1.5,37.7,63.0,31.5,69.2,42.4,38.0,0.447,0.559,AVGO,,126,12.5,20.0,,False
9,NVDA,NVIDIA Corporation,Technology,Semiconductors,Growth,5427.7,224.09,212.89,20.0,12.8,20.0,-2.0,ok,0.0,ok,-0.24,,False,50.8,17.5,0.9,85.2,74.1,114.3,61.4,15.2,6.3,0.524,0.491,AVGO,,126,12.8,20.0,,True
10,CINF,Cincinnati Financial Corporati,Financial Services,Insurance - Property & Casualt,Growth,26.5,172.47,176.29,22.0,17.9,10.0,0.0,ok,0.0,financial_na,,,False,49.9,19.1,11.3,31.6,31.1,21.5,37.9,4.1,-5.5,-0.165,0.311,AVGO,,126,17.9,14.0,,False
